Transaction ID,Product ID,Customer ID,Order Date,Quantity,Unit Price,Total Amount,Order Status
50078,3048,10680,2023-04-25 00:11:41.180154,4,30.0,120.0,Completed
50079,3043,10215,2023-04-26 00:11:41.180154,1,13.0,13.0,Completed
50080,3036,10948,2023-05-12 00:11:41.180154,4,17.0,68.0,Completed
50081,3046,10779,2023-05-13 00:11:41.180154,4,35.0,140.0,Completed
50082,3008,10095,2023-05-04 00:11:41.180154,4,28.0,112.0,Completed
50083,3041,10404,2023-04-28 00:11:41.180154,1,18.0,18.0,Completed
50084,3032,10870,2023-04-23 00:11:41.180154,3,19.0,57.0,Completed
50085,3043,10943,2023-04-18 00:11:41.180154,2,13.0,26.0,Completed
50086,3038,10448,2023-04-22 00:11:41.180154,5,6.0,30.0,Completed
50087,3015,10582,2023-04-23 00:11:41.180154,2,35.0,70.0,Completed
50088,3037,10177,2023-04-22 00:11:41.180154,3,199.0,597.0,Completed
50089,3010,10991,2023-05-10 00:11:41.180154,2,19.0,38.0,Completed
50090,3014,10229,2023-04-30 00:11:41.180154,4,48.0,192.0,Completed
50091,3004,10938,2023-05-06 00:11:41.180154,5,45.0,225.0,Completed
50092,3046,10632,2023-04-20 00:11:41.180154,3,35.0,105.0,Completed
50093,3012,10576,2023-04-30 00:11:41.180154,4,50.0,200.0,Completed
50094,3022,10501,2023-04-17 00:11:41.180154,5,50.0,250.0,Completed
50095,3017,10229,2023-04-25 00:11:41.180154,1,22.0,22.0,Completed
50096,3048,10184,2023-04-17 00:11:41.180154,1,30.0,30.0,Completed
50097,3014,10218,2023-05-06 00:11:41.180154,1,48.0,48.0,Completed
50098,3037,10192,2023-05-02 00:11:41.180154,5,199.0,995.0,Completed
50099,3042,10772,2023-05-03 00:11:41.180154,5,16.0,80.0,Completed
50100,3020,10347,2023-05-06 00:11:41.180154,5,99.0,495.0,Completed
50101,3016,10068,2023-05-01 00:11:41.180154,5,60.0,300.0,Completed
50102,3036,10967,2023-04-19 00:11:41.180154,4,17.0,68.0,Completed
50103,3045,10882,2023-05-02 00:11:41.180154,1,129.0,129.0,Completed
50104,3036,10923,2023-05-08 00:11:41.180154,2,17.0,34.0,Completed
50105,3008,10997,2023-05-02 00:11:41.180154,5,28.0,140.0,Completed
50106,3044,10183,2023-04-25 00:11:41.180154,3,45.0,135.0,Completed
50107,3017,10390,2023-05-07 00:11:41.180154,3,22.0,66.0,Completed
50108,3025,10758,2023-04-18 00:11:41.180154,3,10.0,30.0,Completed
50109,3041,10708,2023-05-07 00:11:41.180154,5,18.0,90.0,Completed
50110,3007,10158,2023-05-09 00:11:41.180154,3,250.0,750.0,Completed
50111,3038,10801,2023-05-04 00:11:41.180154,1,6.0,6.0,Completed
50112,3027,10220,2023-05-06 00:11:41.180154,3,60.0,180.0,Completed
50113,3044,10220,2023-05-08 00:11:41.180154,5,45.0,225.0,Completed
50114,3007,10514,2023-04-28 00:11:41.180154,5,250.0,1250.0,Completed
50115,3019,10566,2023-04-18 00:11:41.180154,5,20.0,100.0,Completed
50116,3041,10552,2023-04-16 00:11:41.180154,3,18.0,54.0,Completed
50117,3001,10096,2023-04-22 00:11:41.180154,2,449.0,898.0,Completed
50118,3004,10870,2023-04-22 00:11:41.180154,4,45.0,180.0,Completed
50119,3050,10257,2023-04-18 00:11:41.180154,2,75.0,150.0,Completed
50120,3011,10127,2023-05-10 00:11:41.180154,5,140.0,700.0,Completed
50121,3048,10887,2023-05-10 00:11:41.180154,3,30.0,90.0,Completed
50122,3007,10949,2023-04-20 00:11:41.180154,4,250.0,1000.0,Completed
50123,3016,10852,2023-05-11 00:11:41.180154,5,60.0,300.0,Completed
50124,3036,10799,2023-04-17 00:11:41.180154,4,17.0,68.0,Completed
50125,3030,10646,2023-04-30 00:11:41.180154,2,14.0,28.0,Completed
50126,3025,10525,2023-04-23 00:11:41.180154,4,10.0,40.0,Completed
50127,3022,10093,2023-05-12 00:11:41.180154,4,50.0,200.0,Cancelled
50128,3041,10398,2023-04-30 00:11:41.180154,5,18.0,90.0,Completed
50129,3009,10368,2023-05-10 00:11:41.180154,3,40.0,120.0,Completed
50130,3020,10253,2023-04-29 00:11:41.180154,5,99.0,495.0,Completed
50131,3007,10728,2023-04-20 00:11:41.180154,5,250.0,1250.0,Completed
50132,3027,10482,2023-05-13 00:11:41.180154,4,60.0,240.0,Completed
50133,3010,10089,2023-05-08 00:11:41.180154,1,19.0,19.0,Completed
50134,3014,10218,2023-05-10 00:11:41.180154,1,48.0,48.0,Completed
50135,3020,10682,2023-05-02 00:11:41.180154,4,99.0,396.0,Completed
50136,3001,10082,2023-04-23 00:11:41.180154,1,449.0,449.0,Completed
50137,3003,10835,2023-04-29 00:11:41.180154,1,110.0,110.0,Completed
50138,3032,10481,2023-04-27 00:11:41.180154,5,19.0,95.0,Completed
50139,3019,10465,2023-04-27 00:11:41.180154,1,20.0,20.0,Completed
50140,3043,10561,2023-04-19 00:11:41.180154,3,13.0,39.0,Completed
50141,3032,10808,2023-04-17 00:11:41.180154,2,19.0,38.0,Completed
50142,3001,10338,2023-05-10 00:11:41.180154,2,449.0,898.0,Completed
50143,3028,10680,2023-04-16 00:11:41.180154,5,35.0,175.0,Completed
50144,3003,10537,2023-04-22 00:11:41.180154,3,110.0,330.0,Completed
50145,3037,10257,2023-05-02 00:11:41.180154,5,199.0,995.0,Completed
50146,3050,10870,2023-04-23 00:11:41.180154,3,75.0,225.0,Completed
50147,3023,10790,2023-04-23 00:11:41.180154,1,20.0,20.0,Completed
50148,3031,10647,2023-04-30 00:11:41.180154,5,35.0,175.0,Completed
50149,3009,10832,2023-05-05 00:11:41.180154,4,40.0,160.0,Completed
50150,3020,10854,2023-05-04 00:11:41.180154,5,99.0,495.0,Completed
50151,3042,10717,2023-04-25 00:11:41.180154,2,16.0,32.0,Completed
50152,3007,10815,2023-04-27 00:11:41.180154,5,250.0,1250.0,Completed
50153,3011,10708,2023-04-21 00:11:41.180154,4,140.0,560.0,Completed
50154,3020,10680,2023-04-18 00:11:41.180154,3,99.0,297.0,Completed
50155,3034,10595,2023-04-17 00:11:41.180154,4,17.0,68.0,Completed
50156,3016,10752,2023-05-09 00:11:41.180154,3,60.0,180.0,Completed
50157,3046,10164,2023-04-27 00:11:41.180154,1,35.0,35.0,Completed
50158,3003,10874,2023-05-10 00:11:41.180154,1,110.0,110.0,Completed
50159,3016,10864,2023-04-27 00:11:41.180154,1,60.0,60.0,Completed
50160,3034,10036,2023-05-12 00:11:41.180154,2,17.0,34.0,Completed
50161,3008,10808,2023-05-06 00:11:41.180154,4,28.0,112.0,Completed
50162,3030,10127,2023-05-08 00:11:41.180154,1,14.0,14.0,Completed
50163,3007,10325,2023-04-22 00:11:41.180154,3,250.0,750.0,Completed
50164,3001,10746,2023-04-26 00:11:41.180154,1,449.0,449.0,Completed
50165,3005,10166,2023-05-12 00:11:41.180154,4,100.0,400.0,Completed
50166,3046,10806,2023-05-10 00:11:41.180154,1,35.0,35.0,Completed
50167,3024,10814,2023-05-13 00:11:41.180154,3,12.0,36.0,Completed
50168,3038,10490,2023-04-24 00:11:41.180154,3,6.0,18.0,Completed
50169,3014,10008,2023-04-28 00:11:41.180154,4,48.0,192.0,Cancelled
50170,3027,10273,2023-04-21 00:11:41.180154,3,60.0,180.0,Completed
50171,3021,10595,2023-04-27 00:11:41.180154,4,45.0,180.0,Completed
50172,3047,10985,2023-04-18 00:11:41.180154,4,279.0,1116.0,Completed
50173,3036,10615,2023-05-03 00:11:41.180154,2,17.0,34.0,Completed
50174,3035,10253,2023-04-18 00:11:41.180154,1,99.0,99.0,Completed
50175,3001,10616,2023-04-25 00:11:41.180154,3,449.0,1347.0,Completed
50176,3024,10518,2023-04-21 00:11:41.180154,4,12.0,48.0,Completed
50177,3020,10772,2023-04-17 00:11:41.180154,4,99.0,396.0,Completed
50178,3046,10114,2023-04-24 00:11:41.180154,4,35.0,140.0,Completed
50179,3010,10759,2023-04-27 00:11:41.180154,4,19.0,76.0,Completed
50180,3011,10518,2023-05-13 00:11:41.180154,2,140.0,280.0,Completed
50181,3018,10954,2023-04-18 00:11:41.180154,2,30.0,60.0,Completed
50182,3009,10332,2023-04-27 00:11:41.180154,3,40.0,120.0,Completed
50183,3005,10615,2023-05-05 00:11:41.180154,1,100.0,100.0,Completed
50184,3042,10924,2023-04-27 00:11:41.180154,4,16.0,64.0,Completed
50185,3024,10113,2023-05-04 00:11:41.180154,1,12.0,12.0,Completed
50186,3042,10932,2023-04-28 00:11:41.180154,3,16.0,48.0,Completed
50187,3041,10685,2023-04-23 00:11:41.180154,3,18.0,54.0,Completed
50188,3011,10076,2023-05-01 00:11:41.180154,2,140.0,280.0,Completed
50189,3023,10280,2023-04-24 00:11:41.180154,1,20.0,20.0,Completed
50190,3003,10717,2023-04-22 00:11:41.180154,4,110.0,440.0,Cancelled
50191,3045,10075,2023-04-22 00:11:41.180154,4,129.0,516.0,Completed
50192,3018,10552,2023-04-30 00:11:41.180154,1,30.0,30.0,Completed
50193,3017,10337,2023-04-18 00:11:41.180154,4,22.0,88.0,Cancelled
50194,3012,10596,2023-05-08 00:11:41.180154,3,50.0,150.0,Completed
50195,3020,10054,2023-04-25 00:11:41.180154,5,99.0,495.0,Completed
50196,3010,10863,2023-05-11 00:11:41.180154,2,19.0,38.0,Completed
50197,3016,10972,2023-04-19 00:11:41.180154,2,60.0,120.0,Completed
50198,3038,10967,2023-05-11 00:11:41.180154,2,6.0,12.0,Completed
50199,3041,10749,2023-05-03 00:11:41.180154,3,18.0,54.0,Completed
50200,3013,10127,2023-04-20 00:11:41.180154,5,179.0,895.0,Completed
50201,3020,10758,2023-04-28 00:11:41.180154,3,99.0,297.0,Completed
50202,3043,10034,2023-05-10 00:11:41.180154,4,13.0,52.0,Completed
50203,3001,10031,2023-04-20 00:11:41.180154,1,449.0,449.0,Completed
50204,3044,10309,2023-04-30 00:11:41.180154,1,45.0,45.0,Completed
50205,3008,10474,2023-04-27 00:11:41.180154,5,28.0,140.0,Completed
50206,3031,10767,2023-05-06 00:11:41.180154,5,35.0,175.0,Completed
50207,3025,10683,2023-04-29 00:11:41.180154,2,10.0,20.0,Completed
50208,3024,10428,2023-04-20 00:11:41.180154,5,12.0,60.0,Completed
50209,3042,10265,2023-04-26 00:11:41.180154,2,16.0,32.0,Completed
50210,3004,10997,2023-04-25 00:11:41.180154,5,45.0,225.0,Completed
50211,3015,10409,2023-05-06 00:11:41.180154,2,35.0,70.0,Cancelled
50212,3023,10432,2023-05-05 00:11:41.180154,3,20.0,60.0,Completed
50213,3039,10171,2023-05-04 00:11:41.180154,2,399.0,798.0,Completed
50214,3008,10786,2023-05-09 00:11:41.180154,5,28.0,140.0,Completed
50215,3038,10698,2023-05-12 00:11:41.180154,1,6.0,6.0,Completed
50216,3018,10219,2023-05-06 00:11:41.180154,1,30.0,30.0,Completed
50217,3007,10089,2023-05-10 00:11:41.180154,2,250.0,500.0,Completed
50218,3036,10681,2023-05-01 00:11:41.180154,1,17.0,17.0,Completed
50219,3003,10646,2023-05-01 00:11:41.180154,3,110.0,330.0,Completed
50220,3022,10265,2023-04-25 00:11:41.180154,4,50.0,200.0,Completed
50221,3002,10948,2023-04-21 00:11:41.180154,1,40.0,40.0,Completed
50222,3015,10157,2023-04-30 00:11:41.180154,4,35.0,140.0,Completed
50223,3027,10413,2023-04-20 00:11:41.180154,5,60.0,300.0,Completed
50224,3024,10942,2023-05-09 00:11:41.180154,3,12.0,36.0,Completed
50225,3018,10404,2023-05-10 00:11:41.180154,2,30.0,60.0,Completed
50226,3019,10619,2023-04-19 00:11:41.180154,5,20.0,100.0,Completed
50227,3008,10390,2023-04-19 00:11:41.180154,4,28.0,112.0,Completed
50228,3020,10265,2023-04-20 00:11:41.180154,2,99.0,198.0,Completed
50229,3047,10987,2023-04-28 00:11:41.180154,3,279.0,837.0,Completed
50230,3042,10399,2023-05-12 00:11:41.180154,2,16.0,32.0,Completed
50231,3006,10892,2023-04-22 00:11:41.180154,3,25.0,75.0,Completed
50232,3001,10229,2023-04-30 00:11:41.180154,5,449.0,2245.0,Completed
50233,3046,10207,2023-04-16 00:11:41.180154,4,35.0,140.0,Completed
50234,3022,10040,2023-04-30 00:11:41.180154,5,50.0,250.0,Completed
50235,3023,10633,2023-04-27 00:11:41.180154,5,20.0,100.0,Cancelled
50236,3037,10367,2023-05-01 00:11:41.180154,3,199.0,597.0,Completed
50237,3013,10854,2023-04-16 00:11:41.180154,5,179.0,895.0,Completed
50238,3020,10454,2023-04-24 00:11:41.180154,2,99.0,198.0,Completed
50239,3048,10967,2023-04-27 00:11:41.180154,4,30.0,120.0,Cancelled
50240,3031,10192,2023-05-04 00:11:41.180154,1,35.0,35.0,Completed
50241,3007,10859,2023-04-25 00:11:41.180154,5,250.0,1250.0,Completed
50242,3006,10770,2023-04-30 00:11:41.180154,5,25.0,125.0,Completed
50243,3007,10768,2023-04-19 00:11:41.180154,5,250.0,1250.0,Completed
50244,3037,10826,2023-04-27 00:11:41.180154,4,199.0,796.0,Completed
50245,3012,10759,2023-05-10 00:11:41.180154,3,50.0,150.0,Completed
50246,3001,10612,2023-05-02 00:11:41.180154,5,449.0,2245.0,Completed
50247,3047,10127,2023-04-17 00:11:41.180154,1,279.0,279.0,Completed
50248,3007,10044,2023-05-11 00:11:41.180154,3,250.0,750.0,Completed
50249,3001,10921,2023-04-20 00:11:41.180154,4,449.0,1796.0,Completed
50250,3009,10595,2023-04-26 00:11:41.180154,5,40.0,200.0,Cancelled
50251,3009,10790,2023-05-09 00:11:41.180154,5,40.0,200.0,Completed
50252,3019,10466,2023-05-02 00:11:41.180154,3,20.0,60.0,Completed
50253,3045,10119,2023-04-25 00:11:41.180154,5,129.0,645.0,Completed
50254,3043,10122,2023-04-26 00:11:41.180154,3,13.0,39.0,Completed
50255,3020,10685,2023-04-25 00:11:41.180154,5,99.0,495.0,Completed
50256,3018,10412,2023-04-24 00:11:41.180154,4,30.0,120.0,Completed
50257,3024,10199,2023-05-04 00:11:41.180154,1,12.0,12.0,Completed
50258,3009,10474,2023-05-06 00:11:41.180154,5,40.0,200.0,Completed
50259,3001,10074,2023-04-17 00:11:41.180154,2,449.0,898.0,Completed
50260,3046,10552,2023-04-30 00:11:41.180154,1,35.0,35.0,Completed
50261,3007,10259,2023-04-29 00:11:41.180154,2,250.0,500.0,Completed
50262,3007,10790,2023-05-10 00:11:41.180154,5,250.0,1250.0,Completed
50263,3020,10293,2023-05-08 00:11:41.180154,1,99.0,99.0,Cancelled
50264,3020,10438,2023-05-03 00:11:41.180154,2,99.0,198.0,Completed
50265,3001,10010,2023-05-02 00:11:41.180154,4,449.0,1796.0,Completed
50266,3006,10081,2023-04-30 00:11:41.180154,2,25.0,50.0,Completed
50267,3016,10386,2023-05-07 00:11:41.180154,3,60.0,180.0,Completed
50268,3031,10465,2023-04-22 00:11:41.180154,4,35.0,140.0,Completed
50269,3009,10572,2023-04-25 00:11:41.180154,5,40.0,200.0,Completed
50270,3019,10274,2023-05-08 00:11:41.180154,3,20.0,60.0,Completed
50271,3024,10703,2023-04-26 00:11:41.180154,4,12.0,48.0,Completed
50272,3044,10846,2023-05-11 00:11:41.180154,5,45.0,225.0,Completed
50273,3014,10772,2023-05-04 00:11:41.180154,1,48.0,48.0,Completed
50274,3006,10052,2023-05-10 00:11:41.180154,3,25.0,75.0,Completed
50275,3020,10465,2023-04-25 00:11:41.180154,1,99.0,99.0,Completed
50276,3036,10114,2023-05-06 00:11:41.180154,4,17.0,68.0,Completed
50277,3004,10241,2023-04-22 00:11:41.180154,4,45.0,180.0,Completed
50278,3019,10990,2023-05-03 00:11:41.180154,3,20.0,60.0,Completed
50279,3001,10141,2023-05-05 00:11:41.180154,1,449.0,449.0,Completed
50280,3001,10486,2023-05-07 00:11:41.180154,1,449.0,449.0,Completed
50281,3020,10595,2023-04-17 00:11:41.180154,2,99.0,198.0,Completed
50282,3012,10712,2023-05-08 00:11:41.180154,3,50.0,150.0,Completed
50283,3042,10535,2023-04-16 00:11:41.180154,2,16.0,32.0,Completed
50284,3027,10009,2023-05-01 00:11:41.180154,4,60.0,240.0,Completed
50285,3020,10315,2023-04-26 00:11:41.180154,3,99.0,297.0,Completed
50286,3018,10505,2023-05-10 00:11:41.180154,1,30.0,30.0,Completed
50287,3021,10093,2023-04-23 00:11:41.180154,5,45.0,225.0,Completed
50288,3001,10347,2023-05-12 00:11:41.180154,4,449.0,1796.0,Completed
50289,3044,10044,2023-05-11 00:11:41.180154,4,45.0,180.0,Completed
50290,3050,10087,2023-04-17 00:11:41.180154,3,75.0,225.0,Completed
50291,3007,10390,2023-05-05 00:11:41.180154,5,250.0,1250.0,Completed
50292,3005,10128,2023-04-30 00:11:41.180154,3,100.0,300.0,Completed
50293,3006,10537,2023-04-30 00:11:41.180154,5,25.0,125.0,Completed
50294,3030,10688,2023-04-26 00:11:41.180154,1,14.0,14.0,Completed
50295,3030,10794,2023-05-06 00:11:41.180154,4,14.0,56.0,Completed
50296,3042,10199,2023-04-16 00:11:41.180154,2,16.0,32.0,Cancelled
50297,3036,10178,2023-05-07 00:11:41.180154,5,17.0,85.0,Completed
50298,3020,10113,2023-05-13 00:11:41.180154,5,99.0,495.0,Completed
50299,3028,10616,2023-04-26 00:11:41.180154,5,35.0,175.0,Completed
50300,3032,10716,2023-04-21 00:11:41.180154,1,19.0,19.0,Completed
50301,3022,10042,2023-05-23 00:11:41.180154,3,50.0,150.0,Completed
50302,3020,10932,2023-05-23 00:11:41.180154,4,99.0,396.0,Completed
50303,3029,10056,2023-05-26 00:11:41.180154,3,49.0,147.0,Completed
50304,3024,10518,2023-05-16 00:11:41.180154,5,12.0,60.0,Cancelled
50305,3029,10717,2023-06-07 00:11:41.180154,3,49.0,147.0,Cancelled
50306,3028,10861,2023-05-30 00:11:41.180154,1,35.0,35.0,Completed
50307,3034,10721,2023-06-06 00:11:41.180154,4,17.0,68.0,Completed
50308,3029,10796,2023-06-05 00:11:41.180154,1,49.0,49.0,Completed
50309,3022,10328,2023-05-23 00:11:41.180154,5,50.0,250.0,Cancelled
50310,3031,10801,2023-05-20 00:11:41.180154,4,35.0,140.0,Completed
50311,3020,10089,2023-05-27 00:11:41.180154,5,99.0,495.0,Completed
50312,3009,10893,2023-05-31 00:11:41.180154,5,40.0,200.0,Completed
50313,3001,10524,2023-06-06 00:11:41.180154,2,449.0,898.0,Completed
50314,3024,10805,2023-06-01 00:11:41.180154,4,12.0,48.0,Completed
50315,3026,10432,2023-05-19 00:11:41.180154,5,148.0,740.0,Completed
50316,3048,10627,2023-05-22 00:11:41.180154,5,30.0,150.0,Completed
50317,3016,10509,2023-06-12 00:11:41.180154,3,60.0,180.0,Cancelled
50318,3017,10736,2023-06-07 00:11:41.180154,2,22.0,44.0,Completed
50319,3007,10089,2023-05-30 00:11:41.180154,5,250.0,1250.0,Completed
50320,3002,10068,2023-06-01 00:11:41.180154,2,40.0,80.0,Completed
50321,3037,10243,2023-05-17 00:11:41.180154,5,199.0,995.0,Completed
50322,3010,10166,2023-06-08 00:11:41.180154,3,19.0,57.0,Completed
50323,3027,10864,2023-06-11 00:11:41.180154,3,60.0,180.0,Completed
50324,3032,10218,2023-06-03 00:11:41.180154,2,19.0,38.0,Completed
50325,3020,10973,2023-05-27 00:11:41.180154,4,99.0,396.0,Completed
50326,3043,10326,2023-05-18 00:11:41.180154,1,13.0,13.0,Completed
50327,3020,10187,2023-05-29 00:11:41.180154,3,99.0,297.0,Completed
50328,3012,10781,2023-06-09 00:11:41.180154,2,50.0,100.0,Completed
50329,3044,10647,2023-05-30 00:11:41.180154,4,45.0,180.0,Completed
50330,3042,10485,2023-06-06 00:11:41.180154,1,16.0,16.0,Completed
50331,3007,10530,2023-05-19 00:11:41.180154,3,250.0,750.0,Completed
50332,3001,10725,2023-06-01 00:11:41.180154,4,449.0,1796.0,Completed
50333,3003,10229,2023-06-11 00:11:41.180154,2,110.0,220.0,Completed
50334,3012,10997,2023-05-25 00:11:41.180154,1,50.0,50.0,Completed
50335,3048,10973,2023-05-29 00:11:41.180154,5,30.0,150.0,Completed
50336,3024,10632,2023-05-30 00:11:41.180154,2,12.0,24.0,Completed
50337,3016,10198,2023-05-22 00:11:41.180154,3,60.0,180.0,Completed
50338,3044,10681,2023-06-04 00:11:41.180154,4,45.0,180.0,Completed
50339,3020,10081,2023-05-18 00:11:41.180154,2,99.0,198.0,Completed
50340,3013,10039,2023-05-30 00:11:41.180154,1,179.0,179.0,Completed
50341,3047,10250,2023-05-28 00:11:41.180154,1,279.0,279.0,Completed
50342,3042,10445,2023-05-22 00:11:41.180154,5,16.0,80.0,Completed
50343,3041,10859,2023-05-25 00:11:41.180154,5,18.0,90.0,Completed
50344,3022,10732,2023-05-26 00:11:41.180154,5,50.0,250.0,Completed
50345,3038,10746,2023-05-20 00:11:41.180154,3,6.0,18.0,Completed
50346,3007,10409,2023-05-24 00:11:41.180154,3,250.0,750.0,Completed
50347,3025,10337,2023-06-08 00:11:41.180154,5,10.0,50.0,Completed
50348,3050,10368,2023-06-02 00:11:41.180154,4,75.0,300.0,Completed
50349,3012,10990,2023-06-05 00:11:41.180154,3,50.0,150.0,Completed
50350,3038,10052,2023-06-07 00:11:41.180154,3,6.0,18.0,Completed
50351,3020,10854,2023-05-25 00:11:41.180154,2,99.0,198.0,Completed
50352,3001,10552,2023-05-31 00:11:41.180154,5,449.0,2245.0,Completed
50353,3036,10420,2023-06-12 00:11:41.180154,3,17.0,51.0,Completed
50354,3007,10728,2023-06-02 00:11:41.180154,1,250.0,250.0,Completed
50355,3029,10470,2023-06-01 00:11:41.180154,5,49.0,245.0,Completed
